Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
Poly (Plantronics + Polycom) OBiWiFi5G USB USB Wi-Fi Accessory for VoIP Adapters (1517-49585-001), Poly (Plantronics + Polycom),33288,0,0,32,0,4.5
"Garmin 0101272300 Spine Mount Adapter w/Cara, Black, Small",Garmin,6,0,1,6,14.99,4.6
"Key Finder,VODESON Wireless Key Tracker,Item Tag Locator,Beeper Alarm Tracking Device,Easy to Use Suitable for The Elderly,Find Keys,Keychain,Wallet,TV Remote Control,Phone,Pet Cat -No APP Required",Vodeson,3084,0,0,24,15.99,4.5
"Charger Cord Replacement for Amazon Fire TV Stick, Fire Tablet, Compatible Smasung Android Phone Micro USB Charger Cable and AC/DC Home Wall Charger Power Adapter",Accessonico,110,0,1,15,11.99,4.6
"Targus Slim Stylus Pen for Tablets and Smartphones, Apple iPad, Samsung Galaxy, and ALL Touchscreen devices with Slim Durable Rubber Tip, Silver (AMM1205US)",Targus,4812,0,0,3,11.5,4.4
Echo Flex - Plug-in mini smart speaker with Alexa LIFX Smart Bulb (Wi-Fi), Amazon,4,0,0,4,0,4.3
"Apple Smart Keyboard for iPad (9th, 8th and 7th Generation) and iPad Air (3rd Generation) - US English",Apple,204775,0,1,132,0,4.6
"Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC, Mac, PlayStation, & Xbox - 1-Year Rescue Service (STGX2000400)",Seagate,1148,0,1,1000,61.99,4.7
"Wireless Charger Stand, GEEKERA 3 in 1 Wireless Charging Station for Apple Products Charger Station for iWatch 7/6/SE/5/4/3/2, Airpods Pro/2, iPhone 13/13 Pro/12/12 Pro/11 Series/XS Max/XR/XS/X/8/Plus",GEEKERA,3677,0,0,30,41.77,3.9
Made for Amazon SanDisk 16GB microSD Memory Card for Fire Tablets and Fire TV,SanDisk,5435,0,1,157,7.95,4.5
"Elgato Stream Deck - Live Content Creation Controller with 15 Customizable LCD Keys, Adjustable Stand, for Windows 10 and macOS 10.13 or Late (10GAA9901)",Elgato,2674,0,0,838,0,4.8
Certified Refurbished Echo Auto- Hands-free Alexa in your car with your phone, Amazon,6864,0,0,130,0,4.2
"Energizer Rechargeable AA and AAA Battery Charger with 4 Rechargeable AA Batteries, Recharge Value Battery Charger for Double A Batteries and Triple A Batteries",Energizer,1489,0,0,306,17.36,4.6
Echo Dot (4th Gen) | Charcoal with Sengled Bluetooth Color bulb | Alexa smart home starter kit, Amazon,618,0,0,24,0,4.7
"GE 6-Device Backlit Universal Remote Control for Samsung, Vizio, Lg, Sony, Sharp, Roku, Apple TV, Smart TVs, Streaming Players, Blu-Ray, DVD, Master Volume Control, Black, 47504",GE home electrical,37,0,0,556,0,4.3
Apple EarPods with Lightning Connector - White,Apple,13144,0,1,560,0,4.6
"Uogic Stylus Pen for iPad, 2021 Model, Magnetic, Rechargeable, Palm Rejection, Compatible with Apple iPad Pro 11""/12.9"" 2018/2020/2021, iPad 6/7/8/9th Gen, iPad Mini 5/6th Gen, iPad Air 3rd/4th Gen",UOGIC,440,0,0,62,21.98,4.3
"Samsung Galaxy SmartTag Bluetooth Tracker & Item Locator for Keys, Wallets, Luggage, Pets and More (1 Pack), Black (US Version)",SAMSUNG,2638,0,1,167,29.64,4.4
"LuckyStar Universal TV Remote Control Compatible with Vizio Brand LED LCD Smart E Series TV Smart Internet Apps with Amazon, Netflix and M-GO Keys, if Applicable XRT112 XRT100 VR1 VR2 VR10 VR15", Lucky Star,422,0,0,5,12.99,4
"Rubbermaid Reveal Power Scrubber, Grout & Tile Bathroom Cleaner, Shower Cleaner, and Bathtub Cleaner, Multi-Purpose Scrub Brush",Rubbermaid,618,0,0,118,19.99,4.5
"Terasako Magnetic Charging Cable 6-Pack [1ft/3ft/3ft/6ft/6ft/10ft], 3 in 1 Nylon Braided Magnetic Phone Charger, Compatible with Micro USB, Type C, iProduct and Most Devices",Terasako,461320,0,0,19,19.99,4
"USB Wall Charger, Fast Charger Adapter, Besgoods 18W 4-Pack QC Wall Charger Block Fast Charging 3.0 USB Plug Compatible Wireless Charger, Samsung Galaxy S9 S8/Note 8 9, iPhone, HTC - White",Besgoods,7615,0,0,9,16.19,4.7
"LuckyStar Universal TV Remote Control Compatible with Vizio Brand LED LCD Smart E Series TV Smart Internet Apps with Amazon, Netflix and M-GO Keys, if Applicable XRT112 XRT100 VR1 VR2 VR10 VR15", Lucky Star,1433,0,0,5,12.99,4
Echo Dot (4th Gen) + Amazon Smart Plug | Charcoal, Amazon,1404,0,1,1000,64.98,4.7
Amazon Basics External Hard Drive Portable Carrying Case,AmazonBasics,49,0,1,386,9,4.8
"Power Strip Tower Surge Protector, JACKYLED 1625W 13A Outlet Surge Electric Tower, 12 Outlets 6 USB Ports Charging Station with 16AWG 6.5ft Heavy Duty Extension Cord for Home Office Dorm",JACKYLED,29048,0,0,242,25.49,4.7
"Shure A26X 3"" Extension Tube for Desk Stands (Also Adapts BETA 56 to Various Mounting Devices)",Shure,1421,0,1,12,0,4.8
"Roku Express 4K+ 2021 | Streaming Media Player HD/4K/HDR with Smooth Wireless Streaming and Roku Voice Remote with TV Controls, Includes Premium HDMI® Cable",Roku,2048,0,0,907,0,4.7
"Scosche MAGDMB MagicMount Magnetic Car Phone Holder Mount - 360 Degree Adjustable Head, Universal with All Devices - Dashboard Mount",Scosche,320282,0,0,464,12.99,4.5
"USB Type c Cable, 5 Pack (6FT) QQLIKE Nylon Braided USB C Cable 3A Fast Charging Cord for Samsung Galaxy S9 S8 Note 9 Note 8 Galaxy Note 20 10 S21 S20 S10 Plus C Cord Type C Cable",QQLIKE,32,0,1,45,12.99,4.7
"BULL Power Strip USB Charging Station,5ft Extension Cord with 3 AC Outlets and 3 USB Ports,Multiple Charger Station for Cell Phone,Computer,Cruise Ship, Travel,Office,Home,TUV Listed",BULL,1831,0,0,15,17.98,4.6
"SanDisk 256GB Extreme microSDXC UHS-I Memory Card with Adapter - Up to 160MB/s, C10, U3, V30, 4K, A2, Micro SD - SDSQXA1-256G-GN6MA",SanDisk,153,0,1,1000,33.23,4.8
Apple AirPods (2nd Generation),Apple,776,0,1,1000,0,4.8
"EATON CHSPT2ULTRA Ultimate Surge Protection 3rd Edition, 2.38"" Length, 5.25"" Width 7.5"" Height",Eaton,50781,0,0,246,137.9,4.8
"Amazon Smart Thermostat with Echo Show 5 (2nd Gen, 2021 release) - Glacier White", Amazon,20534,0,0,731,129.98,4.2
Apple AirTag,Apple,935,0,1,532,0,4.7
"Made for Amazon, Volume Limiting Bluetooth BuddyPhones, PopTime in Blue. Ages (8-15)", ONANOFF,3150,0,1,39,0,4.6
Apple AirTag 4 Pack,Apple,361,0,1,320,0,4.7
"Garmin Approach CT10, Full Set, Automatic Club Tracking System, 14 Sensors, White, 010-01994-00",Garmin,5408,0,1,92,251.83,4.5
Sideclick Remotes SC2-FT16K Universal Remote Attachment for Amazon Fire TV Streaming Player, Sideclick,12059,0,0,356,24.99,4.3
Apple MagSafe Charger,Apple,7,0,1,338,0,4.6
"Scosche CPDCC40 PowerVolt 40-Watt Certified USB Type-C Fast Car Charger Power Delivery 3.0 for Standard USB-C Devices, Dual USB-C Charger",Scosche,5178,0,0,3,0,4.5
"Made for Amazon Remote Holder, for Fire TV Remotes",Mission Cables,235,0,0,17,0,4.7
"Hercules Tuff Charging Station for Multiple Devices, with 6 USB Fast Ports, Compatible with Cell Phones, Smart Phones, Tablets, and Other Electronics, Pink",Hercules Tuff,3814,0,0,6,35.99,4.3
"Kindle Fire Fast Charger [UL Listed] AC Adapter EWUONU Rapid Chargers with 6.6 Ft Micro-USB and Type-C 2 in 1 Cable for Amazon Kindle Fire HD, HDX 6"" 7"" 8.9"" 9.7"", Fire 7 8 10 Tablet and Phone (Black)",EWUONU,145725,0,0,5,10.99,4.3
Blink Outdoor 3 Cam Kit bundle with Echo Show 5 (2nd Gen),Blink Home Security,10,0,0,1000,329.98,4.4
Custom Accessories 18003 12V Dual USB Under Dash Mount,Custom Accessories,253,0,1,37,15.5,4.6
"SanDisk 128GB Extreme PRO SDXC UHS-I Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXY-128G-GN4IN",SanDisk,60332,1,0,669,29.03,4.8
Apple Pencil (2nd Generation),Apple,1478,1,0,589,0,4.8
Apple 20W USB-C Power Adapter,Apple,11087,0,1,368,0,4.8
visnfa Upgraded Bike Phone Mount Anti Shake and Stable 360° Rotation Adjustable Universal Bike Accessories/Bike Phone Holder for Any Smartphones GPS Other Devices Between 3.5 and 7.0 inches, visnfa,4,0,1,43,16.95,4.5
"Surface Pro Surface Laptop Charger,65W Charger [Updated Version] Compatible with Surface Pro 8/Pro X/Pro 7/Pro 6/Pro 5/Pro 4/Pro 3,Surface Laptop 4/3/2/1,Surface Book, Surface Go 3/2/1 and Travel case",KSW KINGDO,342,0,1,14,0,4.6
"Kindle Paperwhite Essentials Bundle including Kindle Paperwhite - Wifi, Without Ads, Amazon Fabric Cover, and Power Adapter", Amazon,6056,0,0,16,189.97,4.8
"Car Tablet Holder, Headrest Tablet Mount - AHK Headrest Stand Cradle Compatible with Devices Such as iPad Pro Air Mini, Galaxy Tabs, Other 4.7 -12.9"" Cell Phones and Tablets",AHK,1118,0,1,46,22.99,4.5
"TP-Link AC1750 WiFi Extender (RE450), PCMag Editor's Choice, Up to 1750Mbps, Dual Band WiFi Repeater, Internet Booster, Extend WiFi Range further",TP-Link,7,0,0,846,0,4
"mophie 4-in-1 Wireless Charging Mat for Apple iPhone, AirPods & Watch, Samsung Galaxy, Google Pixel, and All Qi-Enabled Devices, Additional USB-A Port, Intuitive Design, Includes Apple Watch Adapter",mophie,18,0,1,45,0,4.2
"Car Phone Holder, Staont Anti-Slip Silicone Dashboard Car Pad Compatible with iPhone, Samsung, Android Smart Phones, GPS, KGs3 and More", Staont,77499,0,1,39,11.99,4.3
"SanDisk 128GB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-128G-GN6MA",SanDisk,16435,0,1,838,17.99,4.8
"Azulle Access4 Pro Fanless Mini PC Stick 4GB/64GB – Business & Home Portable Computer, WiFi, Windows 10 Pro, USB & Ethernet Port",AZULLE,2273,0,0,427,298.99,4.1
Apple AirPods Pro,Apple,22812,0,1,691,0,4.7
65W 45W Charger for Dell Inspiron 15-3000 15-5000 15-7000 11-3000 13-5000 13-7000 17-5000 XPS 13 Series 5559 5558 5755 5758 AC Adapter Laptop Power Supply Cord 19.5V 3.34A 2.31A,MAGIPEA,100,0,0,24,15.99,4.5
Echo Show 5 (2nd Gen) with Adjustable Stand | Charcoal,iOttie,3496,1,0,239,24.95,4.5
"ESTAVEL Wireless Charger, 4 in 1 Fast Wireless Charging Station 18W Charging Stand Compatible with Apple Watch AirPods 1/2/3/Pro iPhone 13 pro/13 Pro max/12/12 Pro/SE/11/11pro/X/XS/XR/Xs Max/8/8 Plus", Amazon,1580,0,1,745,99.98,4.6
"Micro USB 3.0 Cable, CableCreation Short USB A to Micro B Cord 1ft USB 3.0 External Hard Drive Cable, Compatible for Samsung Galaxy S5, Note 3/N9000, Camera, Hard Drive and More", Granarbol,214673,0,0,8,12.99,4.2
"MFi Certified iPhone Charger, (Color) 5 Pack 10 FT Lightning Charging Cables USB Data Cord High Speed Cable Compatible with iPhone 13 12 11 XS XR X Pro Max Mini 8 7 6S 6 Plus 5S SE iPad iPod AirPods",Scosche,38345,0,0,53,19.99,4.6
"SanDisk 128GB microSDXC-Card, Licensed for Nintendo-Switch - SDSQXAO-128G-GNCZN",Apple,6281,0,1,501,0,4.7
"Tile Slim (2022) 1-Pack. Thin Bluetooth Tracker, Wallet Finder and Item Locator for Wallet, Luggage Tags and More; Up to 250 ft. Range. Water-Resistant. Phone Finder. iOS and Android Compatible.",SanDisk,5864,0,1,257,20.49,4.9
Amazon Basics Uni-Directional DisplayPort to HDMI Display Cable 4K@30Hz - 6 Feet,Amazon Basics,946,0,0,5,21.44,4.4
Replacement HDMI Cable Hook up to TV for Amazon Kindle Fire HD7 8.9 Tablet Gen1 only,Stageek,140,0,1,34,24.99,4.6
Amazon Basics Gold Plated 6.35mm 1/4 Male to 3.5mm 1/8 Female Stereo Headphone Adapter - 5-Pack,Amazon Basics,696,0,1,230,7.11,4.8
Nintendo Switch – OLED Model w/ White Joy-Con,Amazon Basics,259,0,0,6,8.6,4.8
"vevia Airtag Holder Compatible with AirTag, Silicone AirTag case Items for Dogs Keys Backpacks airtag Case, Silicone airtag Keychain GPS Item Finders Accessories.Red,Black,Blue,White (4Pcs Pack).",Amazon Basics,1711,0,1,81,13.45,4.4
"USI Stylus Pen for Chromebook 4096 Levels Pressure, Rechargeable Active Digital Pen Compatible with HP, ASUS Chromebook C436, Lenovo Chromebook, Palm Rejection with 3 Extra Pen Tips",BUFFALO,1502,0,0,57,84.99,4.5
"Fintie Bands Compatible with Fitbit Versa 2 / Versa/Versa Lite Edition, Soft Nylon Replacement Strap Wristband Accessories Compatible with Fitbit Versa Smart Watch - Black", vitalASC,21187,0,0,78,0,4.2
"Chofit Pattern Bands Compatible with Amazon Halo for Women Men,Soft Silicone Bnads Replacement Cute Strap with Fadeless Print Pattern for Amazon Halo Accessories", ZaxSound,11087,0,0,375,21.09,4
"Amazon Kindle Paperwhite Leather Case, Onyx Black - fits all Paperwhite generations prior to 2018 (Will not fit All-new Paperwhite 10th generation)",OTESS,918,0,0,66,34.99,4.5
"Amazfit Bip U Pro Smart Watch with Alexa Built-In for Men Women, GPS Fitness Tracker with 60+ Sport Modes, Blood Oxygen Heart Rate Sleep Monitor, 5 ATM Waterproof, for iPhone Android Phone (Black)", ASURION,34757,0,0,10,0,4.6
"Car Headrest Mount Compatible with Nintendo Switch/ Swith OLED Model 2021, Adjustable Car Holder Compatible with Nintendo Switch/iPhone/iPad and Other Devices (4""-11"")-Black",Amazfit,7843,0,0,768,69.99,4.2
LifeProof Eco Friendly Case for Apple AirPods Pro - Anchors Away (Grey),Amazon Basics,940,1,0,202,20.4,4.6
"TP-Link AC1200 WiFi Extender(RE315), Covers Up to 1500 Sq.ft and 25 Devices, Up to 1200Mbps Dual Band WiFi Booster Repeater,Access Point, Supports OneMesh",Acer,155603,0,0,1000,369.99,4.6
Kemimoto RZR XP 1000 Electric Device Tablet Holder GPS Mount Compatible with 2019-2021 Polaris RZR XP 1000 XP Turbo,TP-Link,2028,0,0,168,0,4.2
"Amazon Basics 4 Pack 9 Volt Performance All-Purpose Alkaline Batteries, 5-Year Shelf Life",kemimoto,140,0,0,10,75.88,4.7
"Granarbol Kids Stylus Pens for Touch Screens,Capacitive Stylus Kids Pens for iPad iPhone Tablets Samsung Galaxy All Universal Touch Screen Devices(4 Pack)",BigPantha,1,0,0,32,37.55,4.4
"Amazon Basics 4 Pack 9 Volt Performance All-Purpose Alkaline Batteries, 5-Year Shelf Life", Granarbol,20377,0,0,8,12.99,4.2
"Lutron 3-Button with Raise/Lower Pico Remote for Caseta Wireless Smart Lighting Dimmer Switch, PJ2-3BRL-WH-L01R, White",eero,9034,0,1,153,0,4.6
"Outlet Wall Mount and 64GB USB Flash Drive for Blink Sync Module 2,Simple Mount Bracket Holder for All-New Blink Outdoor Blink Indoor Home Security Camera with Easy Mount Short Cable", Essri,7583,0,1,10,17.99,4.6
"Mobile Tablet Stand for iPad, GPG2 Adjustable Non-Slip Base Foldable Tablet Holder for Desk Compatible with Apple iPad, Samsung Galaxy, and Amazon Kindle Fire Tablets", HOLACA,199,0,0,5,15.99,4.6
Apple USB-C Digital AV Multiport Adapter,GPG2,6,0,0,3,14.79,4.4
"JoyGeek Wireless Charging Station, Wireless iPhone Charger, 3 in 1 Charging Station for Apple iPhone 13 Pro Max/13 Pro/13/12 Pro Max/12 Pro/12/11 Pro Max/11 Pro/11/SE/X/XR/XS/8, iWatch7/6/SE/3,AirPods",Apple,548,0,1,194,0,4.7
WEWATCH HDMI 2.0 Cable 6.6FT 18Gbps for Projector TV Box Xbox PS5 Roku Fire TV etc HDMI 28/30AWG Ethernet-Braided Cable Ultra High Speed Splitter 4K@30Hz 1080P 3D HDR Supported HDMI Cable, Amazon,1,0,0,296,0,4.6
Garmin Golf Approach S12 GPS Watch,Amazon Basics,25232,0,1,22,4.63,4.7
"Key Finder - Nutale Findthing Smart Bluetooth Tracker Item Locator with Key Chain for Keys Cats Phone Wallet and Remote Control(Christmas, 4PACK)",Mobotron,444,0,0,44,192,4.1
"Kasa Smart HS100 WiFi Smart Plug, Classic 1-Pack, White",Logitech,393,0,1,898,0,4.5
"Amazon Basics 12 Pack CR1620 3 Volt Lithium Coin Cell Battery, Long Lasting Power in Child Resistant Packaging", Amazon,265530,0,0,831,404.98,4.6
"USB C Female to USB A Male Adapter Compatible with Apple MagSafe Charger,USB Type C to A Charger Cable Connector for iPhone 11 12 Mini Pro Max,Airpods iPad,Samsung Galaxy Note,Google Pixel 5 4 3 2 XL…",Amazon Renewed,293390,0,0,102,209,4.3
"Metal Magnetic Band Compatible with Apple Watch Bands 38mm 40mm 42mm 44mm for Women Men, Milanese Mesh Loop Adjustable Stainless Steel Strap Replacement for iWatch Series 6/5/4/3/2/1/SE",MOSWAG,1280,0,0,76,11.99,4.6
"Wireless Charging Station, 3 in 1 Fast Wireless Charger Pad, Qi Wireless Charging Stand Dock for iPhone 13/12/11/Pro/Max/X/Xs/XR/ 8/8 Plus, AirPods, Apple Watch Series 1-7, Qi-Enabled Android Phones",Fitbit,306,0,0,1000,0,4.6
Deal4GO Touchpad Board Trackpad Replacement for Lenovo ThinkPad T440P T440 T440S T450 T450P T450S T460 T540P T550 T560 W540 (NO Button),Amazon,1,0,0,1000,130.98,4.7
"Certified Refurbished Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",Amazon Basics,58548,0,1,1000,8.14,4.7
All-New Blink Outdoor Camera Mount Bracket with Outlet Wall Mount for Blink Sync Module 2 for Blink Outdoor Camera System (Blink Camera Not Include) 3PACK, Amazon,401,0,0,54,0,4.6
"RAPOO Bluetooth 2.4G Wireless Mouse, 2 Bluetooth Channels with 1 USB Receiver Noiseless Mouse, Connect up to 3 Devices, Portable Computer Mice for PC, Tablet, Laptop-Black",Alxum,2015,0,0,68,95.99,4.5
"CV98LM Replacement for Amazon Fire TV Stick Remote Control,Compatible with All Amazon Fire TV Box Remote Control, No Mic Voice Function",CP3,463,0,0,13,30.99,4.5
"Made for Amazon Volume Limiting Bluetooth BuddyPhones, PlayTime in Blue. Ages (3-7)",Orzero,572,0,0,4,0,4.3
"Desktop Power Strip with 3 Outlet 4 USB Ports 4.5A, Flat Plug and 5 ft Long Braided Extension Cords for Cruise Ship Travel Home Office, ETL Listed", FENERGY SHOP,8433,0,1,19,7.97,4.4
Ring Charging Station with 2-pack Quick Release Battery Packs,Powstick,35,0,0,4,32.99,4.4
"Bose Home Speaker 500: Smart Bluetooth Speaker with Alexa Voice Control Built-In, Black", One Beat,1064,0,1,63,17.99,4.8
"Wireless Charging Pad, ZealSound Qi-Certified Ultra-Slim Triple Wireless Charger Station for Multiple 3 Devices & New Airpods Ultra Slim Leather Mat W/AC Adapter for All Qi Enabled Phones (Black)",Bose,3395,0,1,571,349,4.5
"Wireless Charger, PELARD [2 Pack] 15W Max Fast Wireless Charging Pad for iPhone Apple Products, Charging Pad for Multiple Devices LG Pixel AirPods Pro (NO QC Adapter)",ZealSound,8332,0,0,167,0,4
"Full Motion TV Monitor Wall Mount Bracket Articulating Arms Swivels Tilts Extension Rotation for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Max VESA 200x200mm up to 44lbs by Pipishell",SABRENT,201,1,0,950,8.95,4.6
Mount Genie Pedestal for Nest Mini (2nd Gen) and Google Home Mini (1st Gen) | Improves Sound and Appearance | Cleanest Mount Holder Stand for Mini (White), PELARD,158,0,0,30,20.99,4.4
BESTEK Universal Travel Adapter 220V to 110V Voltage Converter with 6A 4-Port USB Charging and UK/AU/US/EU Worldwide Plug Adapter (White),Pipishell,95,0,1,604,26.96,4.7
