,Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
62,"Smart Glasses Bluetooth Sunglasses Audio Sunglasses with Speakers Electronic Music Glasses Built-in Mic, Polarized Lens, Touch Voice Assistant, Hands-Free Calling, Open Ear Sound",0,26 ratings,0,0,0,0,0
63,"Wireless Charging Station, 3 in 1 Foldable Wireless Charger Stand, Wireless Charging Stand for iPhone 13/12/12 Pro/12 Pro Max/11/XS Max/XS/XR/X/8P, Airpods 2/pro, Apple Watch, and Qi-Certified Phones",0,"57,135 ratings",0,0,0,0,4.8 out of 5
64,2021 Apple TV 4K (64GB),0,"2,424 ratings",0,0,0,0,0
65,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Silver",0,591 ratings,0,0,0,0,0
66,Apple AirPods (2nd Generation),0,"28,817 ratings",0,0,0,0,0
67,"kemimoto Ranger XP 1000 Tablet GPS Mount, Electronic Device Ipad Phone Holder with Storage Box Compatible with 2018-2022 Polaris Ranger Crew XP 1000",0,"1,012 ratings",0,0,0,0,0
68,"Donner Gaming RGB USB Condenser Microphone for PC, PS4 and Mac, Cardioid Pickup Pattern, Quick Mute, Pop Filter, Mic Monitoring and Gain Control, Streaming, Podcasts, Twitch, YouTube, Discord",0,"43,553 ratings",0,0,0,0,0
69,Meta Quest 2 — Advanced All-In-One Virtual Reality Headset — 256 GB,0,"1,269 ratings",0,0,0,0,0
70,"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",0,"3,158 ratings",0,0,0,0,0
71,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 256GB SSD - Device Only - Platinum (Latest Model)",0,"2,805 ratings",0,0,0,0,0
72,Apple AirPods (3rd Generation),0,2 ratings,0,0,0,$10.69,4.8 out of 5
73,"SportDOG Brand SportHunter 1/2 Mile Remote Trainer - New X-Series - Waterproof, Rechargeable Dog Training E-Collar with Static, Vibrate, and Tone - 3 Dog Expandability",0,11 ratings,0,0,0,$8.98,4.6 out of 5
74,"Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time, Built-in Microphone - Black (Latest Model)",0,"918,539 ratings",0,0,0,0,0
75,Vaultek LifePod 2.0 Secure Waterproof Travel Case Rugged Electronic Lock Box Travel Organizer Portable Handgun Case with Backlit Keypad (Covert Black (Biometric)),0,"2,655 ratings",0,0,0,0,0
76,"Charging Station for Multiple Devices 40W Upoy, Wall Charger Block 5 USB Ports(Shared 6A), USB Charging Hub Smart IC, Charger Tower with Type-C 3A for iPhone iPad Tablets Smartphones, Home Office Use",0,"1,922 ratings",0,0,0,0,0
77,"Compressed Air Duster, New Generation Canned Air, 33000 RPM Electric Air Can for Computer Keyboard Electronics Cleaning, 6000mAh Rechargeable Battery, Reusable Dust Destroyer",0,169 ratings,0,0,0,0,0
78,Lead Free Solder Wire Rosin Flux Core 1.1 Pound Electronic Soldering Electrical Activity Solder Diameter 0.04 Gauge 1mm 500g No Lead Electric Solder,0,"14,663 ratings",0,0,0,0,0
79,19.5V 11.8A 230W AC Adapter&Cord for ASUS ROG Zephyrus GX501VS-XS71,0,422 ratings,0,0,0,0,0
80,"Webcam, HD Webcam 1080P with Privacy Shutter Pro Streaming Web Camera with Microphone, Widescreen USB Computer Camera for PC Mac Laptop Desktop Video Calling Conferencing",0,"80,133 ratings",0,0,0,0,0
81,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",0,"138,177 ratings",0,0,0,0,0
82,"FYY Electronic Organizer, Travel Cable Organizer Bag Pouch Electronic Accessories Carry Case Portable Waterproof Double Layers All-in-One Storage Bag for Cable, Cord, Charger, Phone, Earphone Navy",0,1 rating,0,0,0,0,0
83,Smartphone Screen Magnifier Stand 14 Inch 3D Foldable Amplifier for Cell Phone with Adjustable Angle,0,"7,250 ratings",0,0,0,$11.98,4.7 out of 5
84,"ASUS ROG Strix G15 (2021) Gaming Laptop, 15.6” 300Hz IPS Type FHD Display, NVIDIA GeForce RTX 3070, AMD Ryzen R9-5900HX, 32GB DDR4, 1TB PCIe SSD, Per-Key RGB Keyboard, Windows 10, G513QR-AS98",0,14 ratings,0,1,0,$24.49,4.7 out of 5
85,"Skylight Frame: 10 inch WiFi Digital Picture Frame, Email Photos from Anywhere, Touch Screen Display, Effortless One Minute Setup - Gift for Friends and Family",0,7 ratings,0,0,0,0,0
86,"Top 1 Chess Set Board Game, Electronic Voice Chess Academy Classical 8 in 1 Computer Voice Teaching System, Teach Chess Strategy, Chess Sets Games Lovers",0,7 ratings,0,0,0,0,0
87,Nintendo Switch Lite - Turquoise,0,72 ratings,0,0,0,0,0
88,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black/Carbon, One Size (S and L Bands Included)",0,38 ratings,0,0,0,0,0
89,AKASA Vegas SSD Mate,0,190 ratings,0,0,0,0,0
90,Siren Marine Siren 3 Pro Main Device - SM-S3P-917,0,19 ratings,0,0,0,0,0
91,"Samsung Electronics Galaxy Buds Live, True Wireless Earbuds W/Active Noise Cancelling (Wireless Charging Case Included), Mystic Red (US Version)",0,473 ratings,0,0,0,0,0
92,"Vormor OCR Pen Scanner and Reader, Real Time Book Reader Scanning Pen with LCD Touchscreen, 112 Language Digital Reader Pen Voice Language Translator Device, Speech and Scan to Translate",0,1 rating,0,0,0,0,0
93,Electronics: Circuits and Devices,0,"2,164 ratings",0,0,0,0,0
94,Electronics: Circuits and Devices,0,5 ratings,0,0,0,0,0
95,"KEYESTUDIO 37 in 1 Sensor Kit 37 Sensors Modules Starter Kit for Arduino Mega R3 2560 Raspberry Pi Programming, Electronics Components STEM Education Set for Kids Teens Adults + Tutorial",0,"1,377 ratings",0,0,0,0,0
96,Interlink Electronics VP9805 Single Pack EPAD Ink/USB,0,"2,269 ratings",0,0,0,0,3.8 out of 5
97,LG Electronics OLED65E6P Flat 65-Inch 4K Ultra HD Smart OLED TV (2016 Model),0,"2,140 ratings",0,0,0,0,3.8 out of 5
98,"Pyle 8-Piece Electronic Drum Set Professional Electric Drumming Kit Machine w/ MIDI Support, Preloaded Sounds, Record Mode, Cymbals, Digital Foot Pedals, Sound Module, Drumsticks, Mac/PC Compatible",0,3 ratings,0,0,0,0,0
99,"Samsung Galaxy Tab S8+ Android Tablet, 12.4” Large AMOLED Screen, 256GB Storage, Wi-Fi 6E, Ultra Wide Camera, S Pen Included, Long Lasting Battery, Pink Gold",0,"238,640 ratings",0,0,0,0,0
100,"Electronic Automatic Sensor Touchless Bathroom Sink Faucet with Supply Hose,Hands Free Bathroom Water Tap with Control Box,Matte Black",0,"4,683 ratings",0,0,0,$21.10,4.8 out of 5
101,"Keyless Entry Door Lock, Smart Lock, Smart Door Lock, Smart Lock for Front Door, Door Lock with Keypad, Fingerprint Door Lock, Biometric Door Lock, Digital Door Lock, Electronic Door Lock",0,"8,736 ratings",0,0,0,$8.98,4.6 out of 5
102,"TikiTunes Portable Bluetooth 5.0 Indoor/Outdoor Wireless Speakers, LED Torch Atmospheric Lighting Effect, 5-Watt Audio USB Speakers, 2000 mAh Battery for iPhone/iPad/Android (Set of 2)",0,344 ratings,0,0,0,0,0
103,"LCD Writing Tablet, B.B.PAW 10 inch Kids Drawing Tablet Doodle Board, Electronic Doodle Pads Drawing Board Gift for Kids 3+ Years Old and Adults at Home,School and Office-Pink",0,316 ratings,0,0,0,0,0
104,"Travel Electronics Organizer, Waterproof Cable Organizer Bag for Electronic Accessories Double Layer Large Shockproof Cable Storage Bag for Cord, Power Bank, Tablet(Up to iPad 11 inch) - Black",0,912 ratings,0,0,0,0,0
105,"Alesis Drums Turbo Mesh Kit – Electric Drum Set With 100+ Sounds, Mesh Drum Pads, Drum Sticks, Connection Cables and 60 Melodics Lessons",0,"3,380 ratings",0,0,0,0,0
106,"1080P HD Projector WiFi Projector [9000Lumens] 5G Portable Projector 180"" Movie Projector Home Theater Video Projector Compatible with iPhone,Android,FireStick,AV,VGA,HDMI,USB,TF （White）",0,"10,419 ratings",0,0,0,0,0
107,"sisma Travel Cords Organizer Universal Small Electronic Accessories Carrying Bag for Cables Adapter USB Sticks Leads Memory Cards, Grey 1680D-Fabrics SCB17092B-OG",0,"1,641 ratings",0,1,0,$13.98,4.6 out of 5
108,"Synthesizers, electronic musicians, music lovers T-Shirt",0,216 ratings,0,0,0,$24.98,4.6 out of 5
109,"Samsung Electronics Galaxy Book 15 Int 15.6"" Intel Core i7-1165G7 Processor, 16GB, 256GB- Wi-Fi - Mystic Silver (NP750XDA-KD2US)",0,26 ratings,0,0,0,0,0
110,"Fire 7 tablet, 7"" display, 16 GB, (2019 release), Black",0,2 ratings,0,1,0,$7.99,4.8 out of 5
111,"EcoloTech Large Cable Box Organizer & Electronic Inlayer Storage Organizer, Bamboo Cable Management Box Protector for Child & pet Safety, Power Strip Box, Large Wires Desk, Bath, Kitchen Organizer",0,"4,428 ratings",0,0,0,0,0
112,"WiFi Projector Native 1080P, 4K Supported Portable Projector Netflix-Licensed, Android TV 10.0 Movie Projector with 9000Lumens, 2.5/5G WiFi, 4D Keystone Correction, 120"" Screen and Google Assistant",0,484 ratings,0,0,0,0,0
113,BASSTOP [Update Version] DIY Replacement Housing Shell Case Set for Switch NS NX Console and Right Left Switch Joy-Con Controller Without Electronics(Set-Atomic Purple),0,241 ratings,0,0,0,0,0
114,"Alesis Drums Nitro Mesh Kit - Electric Drum Set with USB MIDI Connectivity, Mesh Drum Pads, Kick Pedal and Rubber Kick Drum, 40 Kits and 385 Sounds",0,"10,125 ratings",0,0,0,0,0
115,ASURION 3 Year Electronics Protection Plan with Tech Support $700-799.99,0,9 ratings,0,0,0,0,0
116,"HP 24"" All-in-One Desktop, AMD Athlon Silver 3050U Processor, AMD Radeon Graphics, 8 GB RAM, 256 GB SSD, Windows 11 Home (24-dd0210, Snow White)",0,9 ratings,0,0,0,0,0
117,"Pyle Pro Electronic Drum kit - Portable Electric Tabletop Drum Set Machine with Digital Panel, 7 Drum Pad, Hi-Hat / Kick Bass Pedal Controller USB AUX -Tom Toms, Hi-Hat, Snare Drums, Cymbals - PTED06",0,9 ratings,0,0,0,0,0
118,"Acer Aspire 5 A515-56-36UT, 15.6"" Full HD Display, 11th Gen Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB NVMe SSD, WiFi 6, Windows 11 Home (S Mode)",0,9 ratings,0,0,0,0,4.5 out of 5
119,Samsung Electronics (MZ-V8V500B/AM) 980 SSD 500GB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology,0,9 ratings,0,0,0,0,4.5 out of 5
120,"Arachnid Cricket Pro 800 Electronic Dartboard with NylonTough Segments for Improved Durability and Playability and Micro-thin Segment Dividers for ReducedBounce-outs , Black",0,281 ratings,0,0,0,0,4.5 out of 5
121,"Cleaning Kit for Laptop,PC TV Screen Microfiber Cleaning Cloth Swabs & Case for Electronic Devices, Camera Lens Cleaning, with Storage Box (12Pcs)",0,25 ratings,0,0,0,0,4.2 out of 5
122,TSI EBT731 Electronic Balancing Capture Hood,0,163 ratings,0,0,0,0,0
123,"TouchScreen Cleaner,3 in 1 Fingerprint-proof Screen Cleaner Spray Wipe Remove Smudges Monitor Phone Cleaner for All Electronics, TV Computer Laptop Macbook Ipad Screens",0,25 ratings,0,0,0,0,0
124,65W AC Charger for Dell Latitude 7280 7290 7380 7390 7480 7490 E7440 E7450 E7250 E6440 E6430 LA65NM130 HA65NM130 Laptop Power Adapter Supply Cord,Brand: Amazon,"6,524 ratings",0,1,1000+ answered questions,0,
125,ASURION 2 Year Portable Electronic Accident Protection Plan with Tech Support $250-299.99,Brand: Myung Youn Electronics,42 ratings,0,0,0,$898.00,0
126,Electronic Retro Sports Game Assortment: Basketball Electronic Games,Visit the Meta Quest Store,354 ratings,0,1,0,0,
127,Roland TD-17KVX-S V-Compact Series Electronic Drum Kit,Visit the Nintendo Store,9 ratings,0,1,1000+ answered questions,0,
128,"Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Black",Brand: Arcade 1Up,42 ratings,0,1,0,0,4.4 out of 5
129,Electronics: Principles and Applications,Visit the Tile Store,68 ratings,0,1,65 answered questions,$67.99,
130,Electronics: Principles and Applications,Visit the Bose Store,436 ratings,0,1,793 answered questions,0,
131,Electronics: Principles and Applications,Visit the SMALLRIG Store,10 ratings,0,0,0,$69.99,
132,Electronics: Principles and Applications,Visit the ASURION Store,119 ratings,0,0,0,$120.99,4.4 out of 5
133,Electronics,Visit the Viper by GLD Products Store,143 ratings,0,0,54 answered questions,$84.99,4.4 out of 5
134,ASURION 3 Year Electronics Protection Plan with Tech Support $1000-1249.99,Visit the Bose Store,184 ratings,0,0,184 answered questions,$255.00,
135,"KEYESTUDIO STEM Projects Starter Kit for Arduino,with Cartoon Card and 28 Tutorial,Electronics and Programming While Playing,Educational Science Gift for Kids Adults",Visit the ASURION Store,238 ratings,0,0,5 answered questions,$133.99,4.5 out of 5
136,"LyxJam 8-Piece Electronic Drum Kit, Professional Drum Set with Real Mesh Fabric, 448 Preloaded Sounds, 70 Songs, 15-Song Recording Capacity, Choke,Rim,Edge Capability & Kick Pad, Drum Sticks Included",Brand: AMESEDAK,1 rating,0,0,0,$34.99,3.8 out of 5
137,"Long Distance Connected Photo Frame by LuvLink™. Send Photos to Loved Ones from Anywhere! 10 inch, 1280x800, 16 GB. (Brown)",Visit the GoCube Store,114 ratings,0,0,89 answered questions,$79.95,4.5 out of 5
138,"Digital Picture Frame 10.5 Inch Electronic Photo Frame & 1024 x 800High Resolution IPS Widescreen Display - Calendar/Clock Function, MP3/ Photo/Video Player with Remote Control, Support SD Card & USB",Visit the High Tech Pet Store,359 ratings,0,0,0,0,5 out of 5
139,ASURION 3 Year Electronics Protection Plan with Tech Support $100-124.99,Visit the Bose Store,"105,842 ratings",0,0,571 answered questions,$349.00,
140,"Arachnid Cricket Maxx 4.0 Electronic Dartboard Set, Black",Visit the Beats Store,"23,492 ratings",0,0,450 answered questions,0,
141,"Bose Frames Soprano, Smart Glasses, Bluetooth Audio Sunglasses, with Open Ear Headphones, Cat-Eye, Black",Visit the LINKMICRO Store,"2,244 ratings",0,0,6 answered questions,$122.49,
142,"Alemite 3671-B Electronic Meter with Flexible Extension and Manual Non-Drip Tip, Oil Fluids, Quart Measure, Gallon Totalize",Visit the Donner Store,4 ratings,0,0,118 answered questions,$484.49,
143,ASURION 3 Year Electronics Protection Plan with Tech Support $2000-2999.99,Brand: Seydrey,119 ratings,0,0,6 answered questions,$79.99,4.4 out of 5
144,TXY 10pcs/Pack AG13 Cell Battery LR44 357 357A S76E G13 165mAh Long Lasting Alkaline Button Batteries for Watch Electronic Remote,0,234 ratings,0,0,0,0,4.6 out of 5
145,"Alesis Drums Command Mesh Kit - Electric Drum Set with USB MIDI Connectivity, 600+ Electronic & Acoustic Drum Kit Sounds and Dual Zone Mesh Pads",0,"4,069 ratings",0,0,0,0,4.6 out of 5
146,"Electric Drum Set,Kmise All Mesh Drumhead Electronic Drum Kit for Professional Adults Beginners with Dual-Trigger Cymbals,5A Drumstick,225 Sounds,15 Set Drum Track,Support MIDI Headphone,Recording",Visit the Roland Store,"4,846 ratings",0,1,16 answered questions,0,4.4 out of 5
147,PANAVISE 324 Electronic Work Center,Visit the Powstick Store,18 ratings,0,1,24 answered questions,$39.99,4.4 out of 5
148,Toronce Kuaiyidian A990S Professional Chinese-English Electronic Dictionary English Learning Word Translation Machine 快易典,Visit the EMEET Store,16 ratings,0,0,81 answered questions,$99.99,
149,"Loog 3-String Pro Acoustic Guitar and Accompanying App, Lessons, Recommended Ages 8+ (Green)",Visit the AXIS Store,"172,824 ratings",0,0,0,$249.99,0
150,"Video Conference Lighting Kit - Zoom Lighting for Computer, Laptop, Webcam Lighting for Video Conference, Zoom Call, Live Streaming and Self Broadcasting",Visit the ARCADE1UP Store,89 ratings,0,1,0,0,4.3 out of 5
151,"Jabra Evolve2 65 MS Wireless Headphones with Link380c, Stereo, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Passive Noise Cancelling Headphones",Visit the Thule Store,18 ratings,0,1,38 answered questions,$19.95,
152,ASURION 3 Year Electronics Protection Plan with Tech Support $800-899.99,Visit the Apple Store,29 ratings,0,1,699 answered questions,0,4.7 out of 5
153,Reusable Cable Ties 120PCS Cable Management Cord Organizer 6 Inch Wire Straps for Home Office Data Centers USB Desk Electronics Accessories Organizing 5 Colors,Brand: FLYSH,1 rating,0,0,0,$45.99,4.6 out of 5
154,"ESP LTD EC-256FM Electric Guitar, See Thru Purple Sunburst",Brand: Nejioon,"172,824 ratings",0,0,65 answered questions,$27.99,
155,"LyxJam 7-Piece Electronic Drum Kit, Professional Drum Set with Real Mesh Fabric, 209 Preloaded Sounds, 50 Play-Along Songs, Recording Capability, Cymbals & Kick Pedal, Drum Sticks And Key Included",Visit the Apple Store,301 ratings,0,1,497 answered questions,0,
156,"WD 2TB Elements Portable External Hard Drive HDD, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBU6Y0020BBK-WESN",Visit the SAMSUNG Store,2 ratings,0,0,93 answered questions,"$1,000.00",
157,"Bose QuietComfort Noise Cancelling Earbuds - True Wireless Bluetooth Earphones, Soapstone. The world's Most Effective Noise Cancelling Earbuds",Visit the Apple Store,"37,645 ratings",0,1,1000+ answered questions,0,4.8 out of 5
158,ASURION 3 Year Electronics Protection Plan with Tech Support $300-349.99,Visit the kemimoto Store,"3,952 ratings",0,0,0,$86.99,0
159,"Light L16 - 4K Multi-Lense 52MP Pocket-Sized DSLR-Quality Camera with Built-in Wifi, Touchscreen, Software Updated Built-in 256MB Storage (New)",Visit the Donner Store,35 ratings,0,0,0,$69.99,
160,"Electrical Box, Steel Electrical Enclosure, IP55/IP66 Waterproof Box for Outdoor Electronics (16x12x10"")",Visit the Meta Quest Store,"1,148 ratings",0,1,0,0,
161,"Arcade1Up Arcade1Up NBA JAM Home Arcade Machine, 3 Games in 1, 4 Foot Cabinet with 1 Foot Riser - Electronic Games;",Visit the HP Store,172 ratings,0,1,124 answered questions,0,4.4 out of 5
162,"Asmuse Electronic Drum Set Kit for Adults Beginners with 8 inch Mesh Snare Electric Drum Set with Rim Shot and Cymbal Choke Function,USB MIDI Supported,2 Pairs of Drum Sticks &Headphone Set Included",Brand: Microsoft,1 rating,0,1,131 answered questions,0,
163,"Alesis Drums Debut Kit – Kids Drum Set With 4 Quiet Mesh Electric Drum Pads, 120 Sounds, Drum Stool, Drum Sticks, Headphones and 60 Melodics Lessons",Visit the Apple Store,660 ratings,0,0,305 answered questions,0,4.6 out of 5
164,ASURION 3 Year Electronics Protection Plan with Tech Support $150-174.99,Visit the SportDOG Brand Store,18 ratings,0,1,0,0,4.5 out of 5
165,ELECTRONICS: Analog and Digital,Visit the Beats Store,"1,324 ratings",0,1,332 answered questions,0,
166,"Caldwell E-MAX Shadows Pro - Electronic Hearing Protection with Ambient Sound Amplification, Bluetooth, and Rechargeable Case for Target Shooting, Range",Visit the VAULTEK Store,"53,879 ratings",0,0,56 answered questions,$199.99,
167,"NETGEAR Wi-Fi Range Extender EX3700 - Coverage Up to 1000 Sq Ft and 15 Devices with AC750 Dual Band Wireless Signal Booster & Repeater (Up to 750Mbps Speed), and Compact Wall Plug Design",Visit the Upoy Store,"7,014 ratings",0,0,22 answered questions,$18.99,
168,Fluke 287 True-RMS Electronics Logging Multimeter,Visit the Artist Unknown Store,618 ratings,0,0,64 answered questions,$49.99,4.4 out of 5
169,"WiFi Video Projector, WEWATCH V10B Wireless Portable Movie Projector with Bluetooth Full HD 1080P Supported Home Theater Video Projector Compatible with HDMI, VGA, TV Stick, iPhone, Android",Visit the E ENERSYSTEC Store,"7,558 ratings",0,0,0,$42.99,5 out of 5
